model_input,accuracy,precision_malignant,recall_malignant,f1_malignant,roc_auc
controlled_defects,0.972027972027972,0.9803921568627451,0.9433962264150944,0.9615384615384616,0.9958071278825995
cleaned_training_data,0.972027972027972,0.9803921568627451,0.9433962264150944,0.9615384615384616,0.9962264150943396
